PartcipantID:k1
InitialTimeStamp:14-42-06-269
block;trial;eventType;elapsedTime
1;1;TrialKP;154
1;1;ParticipantSkip;3051
1;1;TrialAnswer;3088
1;1;ParticipantAnswer;4085
1;1;InterTrialRest;4112
1;2;TrialKP;4264
1;2;ParticipantSkip;7280
1;2;TrialAnswer;7309
1;2;ParticipantAnswer;8327
1;2;InterTrialRest;8354
1;3;TrialKP;8497
1;3;ParticipantSkip;11117
1;3;TrialAnswer;11145
1;3;ParticipantAnswer;12159
1;3;InterTrialRest;12188
1;4;TrialKP;12330
1;4;ParticipantSkip;15248
1;4;TrialAnswer;15276
1;4;ParticipantAnswer;16287
1;4;InterTrialRest;16316
1;5;TrialKP;16458
1;5;ParticipantSkip;21307
1;5;TrialAnswer;21336
1;5;InterTrialRest;22377
1;5;BDM_Auction;22518
1;5;LikertScale;29336
1;6;TrialKP;33239
1;6;ParticipantSkip;40347
1;6;TrialAnswer;40376
1;6;ParticipantAnswer;40932
1;6;InterTrialRest;40960
1;7;TrialKP;41104
1;7;ParticipantSkip;43191
1;7;TrialAnswer;43219
1;7;ParticipantAnswer;43920
1;7;InterTrialRest;43948
1;8;TrialKP;44094
1;8;ParticipantSkip;45627
1;8;TrialAnswer;45657
1;8;ParticipantAnswer;46301
1;8;InterTrialRest;46328
1;9;TrialKP;46473
1;9;ParticipantSkip;47915
1;9;TrialAnswer;47945
1;9;ParticipantAnswer;48417
1;9;InterTrialRest;48445
1;10;TrialKP;48604
1;10;ParticipantSkip;49734
1;10;TrialAnswer;49764
1;10;ParticipantAnswer;50326
1;10;InterTrialRest;50354
2;0;InterBlockRest;50495
2;1;TrialKP;53543
