PartcipantID:1
InitialTimeStamp:17-47-18-124
block;trial;eventType;elapsedTime
1;1;Trial;60
1;1;ParticipantSkip;467
1;1;TrialAnswer;496
1;1;ParticipantAnswer;1510
1;1;InterTrialRest;1536
1;2;Trial;1676
1;2;ParticipantSkip;2672
1;2;TrialAnswer;2701
1;2;ParticipantAnswer;3722
1;2;InterTrialRest;3749
1;3;Trial;3888
1;3;ParticipantSkip;4071
1;3;TrialAnswer;4099
1;3;ParticipantAnswer;5109
1;3;InterTrialRest;5137
1;4;Trial;5276
1;4;ParticipantSkip;5471
1;4;TrialAnswer;5500
1;4;ParticipantAnswer;6512
1;4;InterTrialRest;6539
1;5;Trial;6679
1;5;ParticipantSkip;6978
1;5;TrialAnswer;7007
1;5;ParticipantAnswer;8016
1;5;InterTrialRest;8044
1;5;LikertScale;8246
