PartcipantID:1
InitialTimeStamp:17-49-44-814
block;trial;eventType;elapsedTime
1;1;Trial;60
1;1;ParticipantSkip;398
1;1;TrialAnswer;432
1;1;ParticipantAnswer;1467
1;1;InterTrialRest;1493
1;2;Trial;1631
1;2;ParticipantSkip;1793
1;2;TrialAnswer;1823
1;2;ParticipantAnswer;2832
1;2;InterTrialRest;2859
1;3;Trial;2997
1;3;ParticipantSkip;3175
1;3;TrialAnswer;3203
1;3;ParticipantAnswer;4214
1;3;InterTrialRest;4242
1;4;Trial;4379
1;4;ParticipantSkip;4559
1;4;TrialAnswer;4587
1;4;ParticipantAnswer;5592
1;4;InterTrialRest;5620
1;5;Trial;5758
1;5;ParticipantSkip;5972
1;5;TrialAnswer;6000
1;5;ParticipantAnswer;7010
1;5;InterTrialRest;7037
1;5;BDM_Auction;7171
1;5;LikertScale;17220
2;0;InterBlockRest;27256
