PartcipantID:k26
InitialTimeStamp:11-45-17-833
block;trial;eventType;elapsedTime
1;1;TrialKP;279
1;1;ParticipantSkip;1664
1;1;TrialAnswer;1716
1;1;InterTrialRest;2759
1;2;TrialKP;2892
1;2;ParticipantSkip;4197
1;2;TrialAnswer;4226
1;2;ParticipantAnswer;5233
1;2;InterTrialRest;5262
1;3;TrialKP;5407
1;3;ParticipantSkip;5679
1;3;TrialAnswer;5708
1;3;ParticipantAnswer;6717
1;3;InterTrialRest;6745
1;4;TrialKP;6907
1;4;ParticipantSkip;7058
1;4;TrialAnswer;7088
1;4;ParticipantAnswer;8096
1;4;InterTrialRest;8131
1;5;TrialKP;8253
1;5;ParticipantSkip;8395
1;5;TrialAnswer;8424
1;5;ParticipantAnswer;9431
1;5;InterTrialRest;9460
1;5;LikertScale;9641
