PartcipantID:k8
InitialTimeStamp:23-08-09-235
block;trial;eventType;elapsedTime
1;1;TrialKP;52
1;1;ParticipantSkip;4218
1;1;TrialAnswer;4242
1;1;ParticipantAnswer;5264
1;1;InterTrialRest;5291
1;2;TrialKP;5431
1;2;ParticipantSkip;6109
1;2;TrialAnswer;6142
1;2;ParticipantAnswer;7169
1;2;InterTrialRest;7196
1;3;TrialKP;7335
1;3;ParticipantSkip;7669
1;3;TrialAnswer;7697
1;3;ParticipantAnswer;8715
1;3;InterTrialRest;8743
1;4;TrialKP;8879
1;4;ParticipantSkip;9930
1;4;TrialAnswer;9958
1;4;ParticipantAnswer;10976
1;4;InterTrialRest;11003
1;5;TrialKP;11143
1;5;ParticipantSkip;11444
1;5;TrialAnswer;11473
1;5;ParticipantAnswer;12494
1;5;InterTrialRest;12520
1;5;BDM_Auction;12656
1;5;LikertScale;17541
1;6;TrialKP;21918
