PartcipantID:1
InitialTimeStamp:17-27-44-531
block;trial;eventType;elapsedTime
1;1;Trial;61
1;1;ParticipantSkip;452
1;1;TrialAnswer;481
1;1;ParticipantAnswer;1490
1;1;InterTrialRest;1517
1;2;Trial;1654
1;2;ParticipantSkip;1987
1;2;TrialAnswer;2016
1;2;ParticipantAnswer;3024
1;2;InterTrialRest;3052
1;3;Trial;3190
1;3;ParticipantSkip;3371
1;3;TrialAnswer;3400
1;3;ParticipantAnswer;4409
1;3;InterTrialRest;4437
1;4;Trial;4577
1;4;ParticipantSkip;4668
1;4;TrialAnswer;4696
1;4;ParticipantAnswer;5705
1;4;InterTrialRest;5733
1;5;Trial;5871
1;5;ParticipantSkip;6035
1;5;TrialAnswer;6063
1;5;ParticipantAnswer;7069
1;5;InterTrialRest;7097
1;5;BDM_Auction;7240
1;5;LikertScale;17282
