PartcipantID:1
InitialTimeStamp:16-02-14-451
block;trial;eventType;elapsedTime
1;1;Trial;63
1;1;ParticipantSkip;558
1;1;TrialAnswer;586
1;1;ParticipantAnswer;1613
1;1;InterTrialRest;1629
1;2;Trial;1770
1;2;ParticipantSkip;2253
1;2;TrialAnswer;2282
1;2;ParticipantAnswer;3305
1;2;InterTrialRest;3321
1;3;Trial;3461
1;3;ParticipantSkip;3677
1;3;TrialAnswer;3706
1;3;ParticipantAnswer;4737
1;3;InterTrialRest;4752
1;4;Trial;4889
1;4;ParticipantSkip;5084
1;4;TrialAnswer;5112
1;4;ParticipantAnswer;6149
1;4;InterTrialRest;6166
1;5;Trial;6289
1;5;ParticipantSkip;6435
1;5;TrialAnswer;6463
1;5;ParticipantAnswer;7486
1;5;InterTrialRest;7504
1;6;Trial;7645
1;6;ParticipantSkip;8231
1;6;TrialAnswer;8259
1;6;ParticipantAnswer;9293
1;6;InterTrialRest;9308
1;7;Trial;9430
1;7;ParticipantSkip;10016
1;7;TrialAnswer;10045
1;7;ParticipantAnswer;11064
1;7;InterTrialRest;11080
1;8;Trial;11220
