PartcipantID:k1
InitialTimeStamp:08-50-15-666
block;trial;eventType;elapsedTime
1;1;TrialKP;80
1;1;ParticipantSkip;7667
1;1;TrialAnswer;7696
1;1;InterTrialRest;8796
1;2;TrialKP;8940
1;2;ParticipantSkip;15444
1;2;TrialAnswer;15473
1;2;ParticipantAnswer;16498
1;2;InterTrialRest;16527
1;3;TrialKP;16669
1;3;ParticipantSkip;18639
1;3;TrialAnswer;18669
1;3;ParticipantAnswer;19683
1;3;InterTrialRest;19712
1;4;TrialKP;19867
1;4;ParticipantSkip;21269
1;4;TrialAnswer;21298
1;4;ParticipantAnswer;22331
1;4;InterTrialRest;22360
1;5;TrialKP;22501
1;5;ParticipantSkip;23702
1;5;TrialAnswer;23731
1;5;InterTrialRest;24765
1;5;LikertScale;24911
1;5;BDM_Auction;30118
2;0;InterBlockRest;37364
2;1;TrialKP;40417
2;1;ParticipantSkip;74063
2;1;TrialAnswer;74087
2;1;InterTrialRest;75130
2;2;TrialKP;75291
2;2;ParticipantSkip;78592
2;2;TrialAnswer;78611
2;2;InterTrialRest;79509
2;3;TrialKP;79662
2;3;ParticipantSkip;82388
2;3;TrialAnswer;82405
2;3;InterTrialRest;83457
2;4;TrialKP;83608
2;4;ParticipantSkip;85712
2;4;TrialAnswer;85730
2;4;ParticipantAnswer;86759
2;4;InterTrialRest;86778
2;5;TrialKP;86943
2;5;ParticipantSkip;93296
2;5;TrialAnswer;93315
2;5;ParticipantAnswer;94369
2;5;InterTrialRest;94386
2;5;BDM_Auction;94526
2;5;LikertScale;101183
2;6;TrialKP;107476
