PartcipantID:1
InitialTimeStamp:17-45-20-253
block;trial;eventType;elapsedTime
1;1;Trial;76
1;1;ParticipantSkip;487
1;1;TrialAnswer;515
1;1;ParticipantAnswer;1527
1;1;InterTrialRest;1553
1;2;Trial;1692
1;2;ParticipantSkip;2005
1;2;TrialAnswer;2034
1;2;ParticipantAnswer;3044
1;2;InterTrialRest;3071
1;3;Trial;3209
1;3;ParticipantSkip;3443
1;3;TrialAnswer;3471
1;3;ParticipantAnswer;4478
1;3;InterTrialRest;4506
1;4;Trial;4643
1;4;ParticipantSkip;4822
1;4;TrialAnswer;4851
1;4;ParticipantAnswer;5859
1;4;InterTrialRest;5886
1;5;Trial;6024
1;5;ParticipantSkip;6154
1;5;TrialAnswer;6182
1;5;ParticipantAnswer;7193
1;5;InterTrialRest;7220
1;5;BDM_Auction;7356
