PartcipantID:s5
RandID:5
InitialTimeStamp:11-42-07-522
block;trial;eventType;elapsedTime
1;1;TrialSampling;0.116
1;1;ParticipantAnswer;0.789
1;1;InterTrialRest;0.816
1;2;TrialSampling;2.134
1;2;ParticipantAnswer;3.013
1;2;InterTrialRest;3.04
1;3;TrialSampling;4.358
1;3;ParticipantAnswer;5.131
1;3;InterTrialRest;5.159
1;4;TrialSampling;6.476
1;4;ParticipantAnswer;7.127
1;4;InterTrialRest;7.155
1;5;TrialSampling;8.467
1;5;ParticipantAnswer;9.138
1;5;InterTrialRest;9.166
1;5;BDM_Auction;10.413
1;5;ParticipantAnswer;13.056
1;5;LikertScale;13.101
1;5;ParticipantAnswer;15.912
2;0;InterBlockRest;15.94
2;1;TrialSampling;19.052
2;1;ParticipantAnswer;21.35
2;1;InterTrialRest;21.378
2;2;TrialSampling;22.708
2;2;ParticipantAnswer;25.098
2;2;InterTrialRest;25.126
2;3;TrialSampling;26.441
2;3;ParticipantAnswer;28.645
2;3;InterTrialRest;28.673
2;4;TrialSampling;30.004
2;4;ParticipantAnswer;32.252
2;4;InterTrialRest;32.278
2;5;TrialSampling;33.607
2;5;ParticipantAnswer;36.224
2;5;InterTrialRest;36.251
2;5;BDM_Auction;37.492
2;5;ParticipantAnswer;41.641
2;5;LikertScale;41.671
2;5;ParticipantAnswer;45.324
2;6;TrialSampling;45.454
