PartcipantID:k42
RandID:42
InitialTimeStamp:14-18-12-540
block;trial;eventType;elapsedTime
1;1;TrialKP;0.051
1;1;ParticipantSkip;0.609
1;1;TrialAnswer;0.637
1;1;ParticipantAnswer;1.645
1;1;InterTrialRest;1.674
1;2;TrialKP;2.918
1;2;ParticipantSkip;3.403
1;2;TrialAnswer;3.432
1;2;ParticipantAnswer;4.444
1;2;InterTrialRest;4.472
1;3;TrialKP;5.719
1;3;ParticipantSkip;6.069
1;3;TrialAnswer;6.097
1;3;ParticipantAnswer;7.119
1;3;InterTrialRest;7.148
1;4;TrialKP;8.403
1;4;ParticipantSkip;8.751
1;4;TrialAnswer;8.78
1;4;ParticipantAnswer;9.795
1;4;InterTrialRest;9.823
1;5;TrialKP;11.066
1;5;ParticipantSkip;11.313
1;5;TrialAnswer;11.341
1;5;ParticipantAnswer;12.35
1;5;InterTrialRest;12.378
