PartcipantID:1
InitialTimeStamp:17-50-57-246
block;trial;eventType;elapsedTime
1;1;Trial;83
1;1;ParticipantSkip;441
1;1;TrialAnswer;470
1;1;ParticipantAnswer;1480
1;1;InterTrialRest;1507
1;2;Trial;1645
1;2;ParticipantSkip;1792
1;2;TrialAnswer;1821
1;2;ParticipantAnswer;2834
1;2;InterTrialRest;2861
1;3;Trial;2997
1;3;ParticipantSkip;3160
1;3;TrialAnswer;3189
1;3;ParticipantAnswer;4198
1;3;InterTrialRest;4226
1;4;Trial;4363
1;4;ParticipantSkip;4492
1;4;TrialAnswer;4520
1;4;ParticipantAnswer;5528
1;4;InterTrialRest;5555
1;5;Trial;5694
1;5;ParticipantSkip;5824
1;5;TrialAnswer;5854
1;5;ParticipantAnswer;6865
1;5;InterTrialRest;6892
1;5;BDM_Auction;7028
1;5;LikertScale;17074
1;6;Trial;27119
1;6;ParticipantSkip;29036
1;6;TrialAnswer;29065
1;6;InterTrialRest;30110
1;7;Trial;30249
1;7;ParticipantSkip;30513
1;7;TrialAnswer;30541
1;7;InterTrialRest;31578
1;8;Trial;31718
1;8;ParticipantSkip;31759
1;8;TrialAnswer;31788
1;8;ParticipantAnswer;32409
1;8;InterTrialRest;32436
1;9;Trial;32583
1;9;ParticipantSkip;33145
1;9;TrialAnswer;33173
1;9;ParticipantAnswer;33265
1;9;InterTrialRest;33292
1;10;Trial;33431
1;10;ParticipantSkip;33845
1;10;TrialAnswer;33874
1;10;ParticipantAnswer;33921
1;10;InterTrialRest;33948
2;0;InterBlockRest;34086
