PartcipantID:k10
InitialTimeStamp:21-10-09-219
block;trial;eventType;elapsedTime
1;1;TrialKP;66
1;1;ParticipantSkip;870
1;1;TrialAnswer;897
1;1;ParticipantAnswer;1910
1;1;InterTrialRest;1936
1;2;TrialKP;3181
1;2;ParticipantSkip;3752
1;2;TrialAnswer;3781
1;2;ParticipantAnswer;4792
1;2;InterTrialRest;4819
1;3;TrialKP;6061
1;3;ParticipantSkip;6430
1;3;TrialAnswer;6458
1;3;ParticipantAnswer;7470
1;3;InterTrialRest;7496
1;4;TrialKP;8740
1;4;ParticipantSkip;9076
1;4;TrialAnswer;9104
1;4;ParticipantAnswer;10118
1;4;InterTrialRest;10145
1;5;TrialKP;11393
1;5;ParticipantSkip;11999
1;5;TrialAnswer;12028
1;5;ParticipantAnswer;13044
1;5;InterTrialRest;13071
1;5;BDM_Auction;14317
1;5;LikertScale;17853
2;0;InterBlockRest;20629
