PartcipantID:k5
InitialTimeStamp:00-13-04-057
block;trial;eventType;elapsedTime
1;1;TrialKP;54
1;1;ParticipantSkip;458
1;1;TrialAnswer;488
1;1;ParticipantAnswer;1503
1;1;InterTrialRest;1534
1;2;TrialKP;2794
1;2;ParticipantSkip;3224
1;2;TrialAnswer;3253
1;2;ParticipantAnswer;4276
1;2;InterTrialRest;4302
1;3;TrialKP;5547
1;3;ParticipantSkip;5930
1;3;TrialAnswer;5959
1;3;ParticipantAnswer;6970
1;3;InterTrialRest;6998
1;4;TrialKP;8247
1;4;ParticipantSkip;8665
1;4;TrialAnswer;8694
1;4;ParticipantAnswer;9709
1;4;InterTrialRest;9736
1;5;TrialKP;10984
1;5;ParticipantSkip;11417
1;5;TrialAnswer;11446
1;5;ParticipantAnswer;12459
1;5;InterTrialRest;12487
1;5;LikertScale;13737
1;5;BDM_Auction;15616
2;0;InterBlockRest;18210
2;1;TrialKP;21259
2;1;ParticipantSkip;21625
2;1;TrialAnswer;21654
2;1;ParticipantAnswer;21780
2;1;InterTrialRest;21809
2;2;TrialKP;23061
2;2;ParticipantSkip;23634
2;2;TrialAnswer;23663
2;2;ParticipantAnswer;23889
2;2;InterTrialRest;23917
2;3;TrialKP;25154
2;3;ParticipantSkip;25604
2;3;TrialAnswer;25633
2;3;ParticipantAnswer;25810
2;3;InterTrialRest;25841
2;4;TrialKP;27097
2;4;ParticipantSkip;27486
2;4;TrialAnswer;27515
2;4;ParticipantAnswer;27675
2;4;InterTrialRest;27703
2;5;TrialKP;28960
2;5;ParticipantSkip;29416
2;5;TrialAnswer;29447
2;5;ParticipantAnswer;29525
2;5;InterTrialRest;29552
2;5;LikertScale;30817
2;5;BDM_Auction;33517
3;0;InterBlockRest;41608
3;1;TrialKP;44666
3;1;ParticipantSkip;45705
3;1;TrialAnswer;45734
3;1;ParticipantAnswer;46166
3;1;InterTrialRest;46197
3;2;TrialKP;47454
3;2;ParticipantSkip;48028
3;2;TrialAnswer;48056
3;2;ParticipantAnswer;48132
3;2;InterTrialRest;48160
3;3;TrialKP;49420
