PartcipantID:s10
RandID:10
InitialTimeStamp:13-43-20-790
block;trial;eventType;elapsedTime
1;1;TrialSampling;0.114
1;1;ParticipantAnswer;2.383
1;1;InterTrialRest;2.412
1;2;TrialSampling;3.742
1;2;ParticipantAnswer;5.87
1;2;InterTrialRest;5.899
1;3;TrialSampling;7.239
1;3;ParticipantAnswer;9.336
1;3;InterTrialRest;9.364
1;4;TrialSampling;10.684
1;4;ParticipantAnswer;12.995
1;4;InterTrialRest;13.024
1;5;TrialSampling;14.374
1;5;ParticipantAnswer;16.559
1;5;InterTrialRest;16.589
1;5;LikertScale;17.836
1;5;ParticipantAnswer;20.467
1;5;BDM_Auction;20.496
1;5;ParticipantAnswer;23.006
2;0;InterBlockRest;23.034
2;1;TrialSampling;26.163
2;1;ParticipantAnswer;26.821
2;1;InterTrialRest;26.85
2;2;TrialSampling;28.169
2;2;ParticipantAnswer;28.769
2;2;InterTrialRest;28.798
2;3;TrialSampling;30.114
2;3;ParticipantAnswer;30.767
2;3;InterTrialRest;30.795
2;4;TrialSampling;32.123
2;4;ParticipantAnswer;32.717
2;4;InterTrialRest;32.745
2;5;TrialSampling;34.059
2;5;ParticipantAnswer;34.814
2;5;InterTrialRest;34.843
2;5;LikertScale;36.088
2;5;ParticipantAnswer;39.404
2;5;BDM_Auction;39.431
2;5;ParticipantAnswer;42.213
2;6;TrialSampling;42.342
2;6;ParticipantAnswer;43.013
2;6;InterTrialRest;43.042
2;7;TrialSampling;44.356
2;7;ParticipantAnswer;44.905
2;7;InterTrialRest;44.932
2;8;TrialSampling;46.247
